slug,book,n,chapter,reference_url,en_prefix,ar_prefix,reference_book,reference_hadith
tirmidhi,Jami' at-Tirmidhi,1227,The Book on Business,https://sunnah.com/tirmidhi:1227,"With this (same as no. 1226) chain:""The Prophet (ﷺ) prohibited selling ears (of grain) until they have whitened (shown their kernals) and are safe from blight, ",وَبِهَذَا الإِسْنَادِ أَنَّ النَّبِيَّ صلى الله عليه وسلم نَهَى عَنْ بَيْعِ السُّنْبُلِ حَتَّى يَبْيَضَّ وَيَأْمَنَ الْع,14,27
tirmidhi,Jami' at-Tirmidhi,1255,The Book on Business,https://sunnah.com/tirmidhi:1255,,,14,55
tirmidhi,Jami' at-Tirmidhi,1258,The Book on Business,https://sunnah.com/tirmidhi:1258,,,14,59
tirmidhi,Jami' at-Tirmidhi,1301,The Book on Business,https://sunnah.com/tirmidhi:1301,,,14,103
tirmidhi,Jami' at-Tirmidhi,1317,The Book on Business,https://sunnah.com/tirmidhi:1317,,,14,120
tirmidhi,Jami' at-Tirmidhi,1322,The Chapters On Judgements From The Messenger of Allah,https://sunnah.com/tirmidhi:1322,,,15,1
tirmidhi,Jami' at-Tirmidhi,1365,The Chapters On Judgements From The Messenger of Allah,https://sunnah.com/tirmidhi:1365,,,15,45
tirmidhi,Jami' at-Tirmidhi,1395,The Book on Blood Money,https://sunnah.com/tirmidhi:1395,,,16,10
tirmidhi,Jami' at-Tirmidhi,1420,The Book on Blood Money,https://sunnah.com/tirmidhi:1420,,,16,36
tirmidhi,Jami' at-Tirmidhi,1438,The Book on Legal Punishments (Al-Hudud),https://sunnah.com/tirmidhi:1438,,,17,20
tirmidhi,Jami' at-Tirmidhi,1465,The Book on Hunting,https://sunnah.com/tirmidhi:1465,,,18,2
tirmidhi,Jami' at-Tirmidhi,1471,The Book on Hunting,https://sunnah.com/tirmidhi:1471,,,18,9
tirmidhi,Jami' at-Tirmidhi,1477,The Book on Hunting,https://sunnah.com/tirmidhi:1477,,,18,16
tirmidhi,Jami' at-Tirmidhi,1480,The Book on Hunting,https://sunnah.com/tirmidhi:1480,,,18,20
tirmidhi,Jami' at-Tirmidhi,1484,The Book on Hunting,https://sunnah.com/tirmidhi:1484,,,18,25
tirmidhi,Jami' at-Tirmidhi,1491,The Book on Hunting,https://sunnah.com/tirmidhi:1491,,,18,33
tirmidhi,Jami' at-Tirmidhi,1492,The Book on Hunting,https://sunnah.com/tirmidhi:1492,,,18,35
tirmidhi,Jami' at-Tirmidhi,1497,The Book on Sacrifices,https://sunnah.com/tirmidhi:1497,,,19,5
tirmidhi,Jami' at-Tirmidhi,1498,The Book on Sacrifices,https://sunnah.com/tirmidhi:1498,,,19,7
tirmidhi,Jami' at-Tirmidhi,1500,The Book on Sacrifices,https://sunnah.com/tirmidhi:1500,,,19,10
tirmidhi,Jami' at-Tirmidhi,1515,The Book on Sacrifices,https://sunnah.com/tirmidhi:1515,,,19,26
tirmidhi,Jami' at-Tirmidhi,1522,The Book on Sacrifices,https://sunnah.com/tirmidhi:1522,,,19,34
tirmidhi,Jami' at-Tirmidhi,1526,The Book on Vows and Oaths,https://sunnah.com/tirmidhi:1526,,,20,3
tirmidhi,Jami' at-Tirmidhi,1537,The Book on Vows and Oaths,https://sunnah.com/tirmidhi:1537,,,20,15
tirmidhi,Jami' at-Tirmidhi,1553,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1553,,,21,6
tirmidhi,Jami' at-Tirmidhi,1554,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1554,,,21,8
tirmidhi,Jami' at-Tirmidhi,1558,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1558,,,21,13
tirmidhi,Jami' at-Tirmidhi,1560,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1560,,,21,16
tirmidhi,Jami' at-Tirmidhi,1561,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1561,,,21,19
tirmidhi,Jami' at-Tirmidhi,1562,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1562,,,21,20
tirmidhi,Jami' at-Tirmidhi,1565,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1565,,,21,24
tirmidhi,Jami' at-Tirmidhi,1579,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1579,,,21,40
tirmidhi,Jami' at-Tirmidhi,1599,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1599,,,21,61
tirmidhi,Jami' at-Tirmidhi,1617,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1617,,,21,80
tirmidhi,Jami' at-Tirmidhi,1618,The Book on Military Expeditions,https://sunnah.com/tirmidhi:1618,,,21,82
tirmidhi,Jami' at-Tirmidhi,1637,The Book on Virtues of Jihad,https://sunnah.com/tirmidhi:1637,,,22,19
tirmidhi,Jami' at-Tirmidhi,1705,The Book on Jihad,https://sunnah.com/tirmidhi:1705,,,23,36
tirmidhi,Jami' at-Tirmidhi,1709,The Book on Jihad,https://sunnah.com/tirmidhi:1709,,,23,41
tirmidhi,Jami' at-Tirmidhi,1711,The Book on Jihad,https://sunnah.com/tirmidhi:1711,,,23,44
tirmidhi,Jami' at-Tirmidhi,1756,The Book on Clothing,https://sunnah.com/tirmidhi:1756,,,24,37
tirmidhi,Jami' at-Tirmidhi,1757,The Book on Clothing,https://sunnah.com/tirmidhi:1757,,,24,39
tirmidhi,Jami' at-Tirmidhi,1767,The Book on Clothing,https://sunnah.com/tirmidhi:1767,,,24,50
tirmidhi,Jami' at-Tirmidhi,1770,The Book on Clothing,https://sunnah.com/tirmidhi:1770,,,24,54
tirmidhi,Jami' at-Tirmidhi,1781,The Book on Clothing,https://sunnah.com/tirmidhi:1781,,,24,69
tirmidhi,Jami' at-Tirmidhi,1794,The Book on Food,https://sunnah.com/tirmidhi:1794,,,25,7
tirmidhi,Jami' at-Tirmidhi,1820,The Book on Food,https://sunnah.com/tirmidhi:1820,,,25,34
tirmidhi,Jami' at-Tirmidhi,1825,The Book on Food,https://sunnah.com/tirmidhi:1825,,,25,40
tirmidhi,Jami' at-Tirmidhi,1851,The Book on Food,https://sunnah.com/tirmidhi:1851,,,25,67
tirmidhi,Jami' at-Tirmidhi,1858,The Book on Food,https://sunnah.com/tirmidhi:1858,,,25,75
tirmidhi,Jami' at-Tirmidhi,1884,The Book on Drinks,https://sunnah.com/tirmidhi:1884,,,26,25
tirmidhi,Jami' at-Tirmidhi,2089,Chapters on Medicine,https://sunnah.com/tirmidhi:2089,,,28,54
tirmidhi,Jami' at-Tirmidhi,2129,Chapters On Wala' And Gifts,https://sunnah.com/tirmidhi:2129,,,31,5
tirmidhi,Jami' at-Tirmidhi,2392,Chapters On Zuhd,https://sunnah.com/tirmidhi:2392,,,36,89
tirmidhi,Jami' at-Tirmidhi,2498,"Chapters on the description of the Day of Judgement, Ar-Riqaq, and Al-Wara'",https://sunnah.com/tirmidhi:2498,"And the Messenger of Allah (s.a.w) said:""Allah is more pleased with the repentance of one of you that a man in a desolate, barren, destructive wasteland, who ha","وَقَالَ قَالَ رَسُولُ اللَّهِ صلى الله عليه وسلم ‏ ""‏ لَلَّهُ أَفْرَحُ بِتَوْبَةِ أَحَدِكُمْ مِنْ رَجُلٍ بِأَرْضٍ دَوِيّ",37,84
tirmidhi,Jami' at-Tirmidhi,2743,The Book on the Description of Hellfire,https://sunnah.com/tirmidhi:2743,"And 'Abdur-Rahman bin Mahdi reported it from 'Ikrimah bin 'Ammar and it is similar to the narration of Ibn Al-Mubarak, but he said to him the third time:""You ar",وَرَوَى عَبْدُ الرَّحْمَنِ بْنُ مَهْدِيٍّ، عَنْ عِكْرِمَةَ بْنِ عَمَّارٍ، نَحْوَ رِوَايَةِ ابْنِ الْمُبَارَكِ وَقَالَ لَ,43,13
tirmidhi,Jami' at-Tirmidhi,2787,The Book on the Description of Hellfire,https://sunnah.com/tirmidhi:2787,Another chain of narration similar in meaning,,43,60
tirmidhi,Jami' at-Tirmidhi,2855,Chapters on Manners,https://sunnah.com/tirmidhi:2855,(Another chain) with similar meaning,,43,131
tirmidhi,Jami' at-Tirmidhi,3011,Chapters on Tafsir,https://sunnah.com/tirmidhi:3011,,,47,63
tirmidhi,Jami' at-Tirmidhi,3015,Chapters on Tafsir,https://sunnah.com/tirmidhi:3015,,,47,67
tirmidhi,Jami' at-Tirmidhi,3367,Chapters on Tafsir,https://sunnah.com/tirmidhi:3367,,,47,419
tirmidhi,Jami' at-Tirmidhi,3368,Chapters on Tafsir,https://sunnah.com/tirmidhi:3368,,,47,420
tirmidhi,Jami' at-Tirmidhi,3717,Chapters on Tafsir,https://sunnah.com/tirmidhi:3717,,,49,113
tirmidhi,Jami' at-Tirmidhi,3758,Chapters on Virtues,https://sunnah.com/tirmidhi:3758,,,49,155
tirmidhi,Jami' at-Tirmidhi,3759,Chapters on Virtues,https://sunnah.com/tirmidhi:3759,,,49,157
tirmidhi,Jami' at-Tirmidhi,3799,Chapters on Virtues,https://sunnah.com/tirmidhi:3799,,,49,198
